521,085349.jpg,261,1806,837,955,txt,None
522,085350.jpg,661,2216,866,968,txt,None
523,085351.jpg,1550,2627,853,958,txt,None
524,085501.jpg,48,456,837,976,txt,None
525,085502.jpg,40,877,837,981,txt,None
526,085502_0.jpg,66,1187,834,974,txt,None
527,085503.jpg,45,1437,842,981,txt,None
528,085503_0.jpg,211,1824,855,971,txt,None
529,085504.jpg,827,2363,839,971,txt,None
530,085504_0.jpg,969,2513,834,960,txt,None
531,085505.jpg,1663,2635,834,960,txt,None
532,085505_0.jpg,1237,2650,855,966,txt,None
533,085620.jpg,69,1217,894,1004,text,None
